City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
589,Miri,MY,2021-10-23 00:43:30,4.4148,114.0089,77.14,88,20,4.61
590,Athlone,IE,2021-10-23 00:43:30,53.4333,-7.95,48.4,85,100,10.02
591,Almora,IN,2021-10-23 00:43:31,29.6167,79.6667,52.14,81,3,0.87
592,Eyl,SO,2021-10-23 00:43:31,7.9803,49.8164,76.68,80,9,3.49
593,Akyab,MM,2021-10-23 00:43:32,20.15,92.9,76.19,83,100,3.94
594,Winston-Salem,US,2021-10-23 00:43:32,36.0999,-80.2442,63.91,75,1,9.22
595,Port Hueneme,US,2021-10-23 00:43:33,34.1478,-119.1951,72.52,83,90,12.66
596,Ola,RU,2021-10-23 00:43:33,59.5833,151.2833,23.45,75,100,14.7
597,Kamina,CD,2021-10-23 00:43:34,-8.7386,24.9906,64.45,97,100,3.87
598,Monrovia,LR,2021-10-23 00:43:21,6.3005,-10.7969,76.96,87,100,3.47
599,Kasongo-Lunda,CD,2021-10-23 00:43:34,-6.4667,16.8167,70.32,99,80,1.01
600,Setermoen,NO,2021-10-23 00:43:35,68.861,18.3486,25.11,77,100,1.99
601,Balabanovo,RU,2021-10-23 00:43:35,55.1816,36.6606,42.26,72,100,12.48
602,Bushehr,IR,2021-10-23 00:43:35,28.9684,50.8385,80.02,44,0,13.38
603,Konya,TR,2021-10-23 00:43:36,38.1667,32.5,40.48,29,2,1.23
604,Zheleznodorozhnyy,RU,2021-10-23 00:43:36,55.7503,38.0042,43.21,69,100,12.73
